store_number,name,address,postcode,city,state,phone,latitude,longitude,has_pharmacy
1074,Guardian Taman Mount Austin Johor,"Lot No.8, Jalan Austin Height 8/9,Taman Mount Austin",81100,Johor,Johor,,20.9790643,105.7854772,false
1077,Guardian TTDI Grove Kajang,"Lot 8-1, Ground Floor,Jalan TTDI Grove 1/1",43000,Selangor,Selangor,,20.9790643,105.7854772,false
1080,Guardian Prima Square Sandakan,"Lot 74 & 75, Ground Floor,Block 6, Prima Square,Jalan Utara",90000,Sabah,Sabah,,20.9790643,105.7854772,false
1083,Guardian Gua Musang Kelantan,"Lot PT 8378, Ground Floor,Taman Wangsa Mewangi,Jalan Persiaran Raya",18300,Kelantan,Kelantan,,20.9790643,105.7854772,false
1086,Guardian Kelapa Sawit Kulai,"No. 3, Jalan Impiana 1,Taman Impiana Kelapa Sawit",81030,Johor,Johor,,20.9790643,105.7854772,false
1089,Guardian SOGO KL,"Lot L7-4 & L7-5, Level 7, SOGO KL,Jalan Tuanku Abdul Rahman,City Centre",50100,Wil. Persekutuan,Wil. Persekutuan,,20.9790643,105.7854772,false
1092,Guardian Rasah Jaya Seremban,"Lot 3827-G, Jalan RJ 6/8,Taman Rasah Jaya",70300,Negeri Sembilan,Negeri Sembilan,,20.9790643,105.7854772,false
1095,Guardian Centre Point Seremban,"G-19, Centrepoint Seremban,Lot PT 9149, Jln Dato' Siamang Gagap",70100,Negeri Sembilan,Negeri Sembilan,,20.9790643,105.7854772,true
1098,Guardian Tmn Kok Lian Jln Ipoh,"No. 27, Ground Floor,Jalan Batu Ambar Off Jalan Ipoh,Taman Kok Lian",51200,Wil. Persekutuan,Wil. Persekutuan,,20.9790643,105.7854772,false
1101,Guardian Jengka Pahang,"Lot No. 43, Ground Floor,Lorong Baiduri 5 Nadi Kota,Bandar Jengka, Bandar Tun Razak",26400,Pahang,Pahang,,20.9790643,105.7854772,false
1104,Guardian Setia Ecohill Semenyih,"No 36, Ground Floor,Jalan Ecohill 1/5A,,Setia Ecohill",43500,Selangor,Selangor,,20.9790643,105.7854772,false
1107,Guardian AEON Cheras Selatan,"F-37, AEON Mall Cheras Selatan,Jalan Cheras Perdana Cheras,Balakong",43200,Selangor,Selangor,,20.9790643,105.7854772,false
1110,Guardian Mukah Sarawak,"Lot D-4, Block D, Mukah Biotech,Bandar Baru Mukah,Jalan Mukah Baligian, Mukah",96400,Sarawak,Sarawak,,20.9790643,105.7854772,false
1119,Guardian IOI Sierra Fresco,"Lot 5-5, Jalan Sierra 10/1,Bandar 16 Sierra",47110,Selangor,Selangor,,20.9790643,105.7854772,false
1125,GUARDIAN BATARAS KEPAYAN,"LOT 1, BATARAS SUPERSTORE KEPAYAN,,JALAN BANJARAN, KEPAYAN RIDGE,",88200,Sabah,Sabah,,20.9790643,105.7854772,false
1128,PEKAN KUALA SELANGOR,"LOT NO 28, GROUND FLOOR,,JALAN RAJA JALIL",45000,Selangor,Selangor,,20.9790643,105.7854772,false
1131,GUARDIAN BATARAS PUTATAN,"LOT 14, BATARAS HYPERMARKET,PUTATAN RW,NO.CL 215012883, KM 11,JLN PUTATAN, PUTATAN RAILWAY STATION",88869,Sabah,Sabah,,20.9790643,105.7854772,false
1137,Guardian Sri Iskandar Perak,"No. 28, Persiaran SIBC 2,Seri Iskandar Buiness Centre,Seri Iskandar",32610,Perak,Perak,,20.9790643,105.7854772,false
1140,GUARDIAN BATARAS LABUAN,"LOT E001, BATARAS SUPERSTORE LABUAN,,FINANCIAL PARK, LABUAN COMPLEX,,JALAN MERDEKA",87000,Labuan,Labuan,,20.9790643,105.7854772,false
1143,Guardian Hann's Residence Sibu,"Lots 18, 19, 20, 21, 22 & 23, Grd Floor,Lots 660, Block 7,Sibu Town District, Sibu",96000,Sarawak,Sarawak,,20.9790643,105.7854772,false
1146,Guardian Datum Jelatek Shopping Ctr,"Lot No. G-16 & G-17, Ground Floor,Datum Jelatek Mall, Jalan Enggang,Taman Keramat",54200,Wil. Persekutuan,Wil. Persekutuan,,20.9790643,105.7854772,false
1149,Guardian Sipitang Sabah,"LPPB Lot 11,Jalan OKK Haji Puteh,Sipitang",98850,Sabah,Sabah,,20.9790643,105.7854772,false
1155,Guardian Tmn Rambai Jaya Melaka,"No. 45, Jalan Rambai Jaya 29,Taman Rambai Jaya",75260,Melaka,Melaka,,20.9790643,105.7854772,false
1158,Guardian Jln Terminal Kampar,"No. 82, Jalan Terminal Kampar 1/D,Pusat Perdagangan Kampar",31900,Perak,Perak,,20.9790643,105.7854772,false
1161,Guardian Kota Permai Bkt Mertajam,"Lot 2A, Jalan Lembah Permai 1,Kota Permai",14000,Pulau Pinang,Pulau Pinang,,20.9790643,105.7854772,false
1167,Guardian Bandar Indahpura Kulai,"No 177, Jalan Kiambang 12,Pusat Komersial Indah,Bandar Indahpura",81000,Johor,Johor,,20.9790643,105.7854772,false
1170,Guardian Seksyen 18 Shah Alam,"No.12, Jalan Pinang C 18/C,Seksyen 18",40200,Selangor,Selangor,,20.9790643,105.7854772,false
1176,Guardian Maha City Langkawi,"No. 3A-G, Jalan Mahawangsa 1",7000,Kedah,Kedah,,20.9790643,105.7854772,false
1182,Guardian Jalan Luak Bay Miri,"Lot 8526, Ground Floor,Jalan Luak Bay",98000,Sarawak,Sarawak,,20.9790643,105.7854772,false
1194,Guardian Eco Palladium Johor,"01-07, Block C,Jalan Ekoflora 7,Jalan Ekoflora Utama",81100,Johor,Johor,,20.9790643,105.7854772,false
1197,Guardian Tenom Sabah,"Lot 27, Ground Floor,Jalan Toh Puan Hajjah Kusnah,Tenom",89907,Sabah,Sabah,,20.9790643,105.7854772,false
1203,Guardian Jalan Ling Kai Cheng Sibu,"No.2, Ground Floor,Lorong Ling Kai Cheng 14B,Jalan Ling Kai Cheng",96000,Sarawak,Sarawak,,20.9790643,105.7854772,false
1206,Guardian Taman Paya Rumput Melaka,"No. 23, Jalan Inang 1,Paya Rumput Utama",76450,Melaka,Melaka,,20.9790643,105.7854772,false
1209,Guardian KCC City Muar Johor,"No. 23A & 25, Ground Floor,Jalan Gemilang Bakri 1,Pusat Komersial Gemilang Bakri",84200,Johor,Johor,,20.9790643,105.7854772,false
1212,Guardian Taman Desa Cemerlang Johor,"No. 20, Jalan Tanjong 2,,Taman Desa Cemerlang,Ulu Tiram",81800,Johor,Johor,,20.9790643,105.7854772,false
1215,Guardian Kipmall Bachang,"L1- S116-S117 & S093-S096,,Kipmall Melaka,,Jln Tun Fatimah, Bachang,",75250,Melaka,Melaka,,20.9790643,105.7854772,false
1218,Guardian KL Trader Square,"Lot 47-G, Ground Floor, Block C,Plaza KLTS, 99 Jalan Gombak,Setapak",53000,Wil. Persekutuan,Wil. Persekutuan,,20.9790643,105.7854772,false
1221,Guardian Plaza CKS Tuaran,"Lot 40 & 41, Ground Floor, Block C,,Plaza CKS Tuaran, Kg. Tutoh,Tuaran",88400,Sabah,Sabah,,20.9790643,105.7854772,false
1224,Guardian P. Komersial Saujana Sbn 2,"No. 141G, Jln Pusat Komersial Saujana 5,Pusat Komersial Saujana,Seremban 2 Height",70300,Negeri Sembilan,Negeri Sembilan,,20.9790643,105.7854772,false
1227,Guardian Centrum Cameron Highlands,"Lot No. 2,3,4 & 5, Lower Ground Floor,Billion Shopping Centre,PT3286, Mukim Tanah Rata, Cameron Highla",39000,Pahang,Pahang,,20.9790643,105.7854772,false
1230,Guardian Kip Mart Masai,"Lot A006-C & S008-B & S009.,Kip Mart Masai,,Jln Persiaran Dahlia 2,Tmn Bkt Dahlia",81700,Johor,Johor,,20.9790643,105.7854772,false
1233,Guardian Cmart Serai Wangi,"Lot G39, G40, G41, G42, H.S (D) 78056,Mukim Bandar Padang Serai",9400,Kedah,Kedah,,20.9790643,105.7854772,false
1236,Guardian Kubota Sentral Tawau,"TB 73 & TB 74, Lot P2 & P3,Ground Floor, Kubota Sentral,Jalan Chong Thien Vun",91000,Sabah,Sabah,,20.9790643,105.7854772,false
1239,Guardian Bandar Saujana Putra,"Bandar Saujana Putra ,,Jenjarom",42610,Selangor,Selangor,,20.9790643,105.7854772,false
1242,Guardian Pusat Perdagangan Banting,"Lot No. 9-G, Jalan Cemerlang 1,Pusat Perdagangan Banting",42700,Selangor,Selangor,,20.9790643,105.7854772,false
1245,Guardian Silibin Ipoh Perak,"Lot 49 (Ground Floor),Jalan Pusat Perniagaan Silibin 2,Pusat Perniagaan Silibin, Jln Jelapang",301100,Perak,Perak,,20.9790643,105.7854772,false
1248,Guardian C Mart Changloon,"Lot F5, First Floor, Cmart Changlun,Kompleks Changlun, No. 1,Pekan Changlun",6010,Kedah,Kedah,,20.9790643,105.7854772,false
1254,Guardian Cmart Jitra,"Lot 49, 50 & 51, Grd Floor,C-Mart BDI Jitra Jln Industri Darul Aman,Kawasan Perusahaan Bandar",6000,Kedah,Kedah,,20.9790643,105.7854772,false
1257,Guardian Pantai Remis,"Lot No 62, Jalan Damai Laut,Pantai Remis",34900,Perak,Perak,,20.9790643,105.7854772,false
1260,Guardian Jalan Beserah,"A-6606, Ground Floor,,Taman Metro,  Jalan Beserah",25250,Pahang,Pahang,,20.9790643,105.7854772,false
1263,Guardian Masjid Tanah Melaka,"675, Jalan Penara Jaya,Masjid Tanah",78300,Melaka,Melaka,,20.9790643,105.7854772,false
1266,Guardian Pekan Nenas,"Lot No.6, Jalan Permata 1,Pusat Perdagangan Pekan Nenas",81500,Johor,Johor,,20.9790643,105.7854772,false
1269,Guardian Tropicana Avenue,"Lot P-G-11, Ground Floor,Tropicana Avenue, Persiaran Tropicana,Tropicana",47410,Selangor,Selangor,,20.9790643,105.7854772,false
1272,Guardian City Junction,"Lot No. 2-2-7 ©, Level 2, City Junction,Jalan Tanjong Tokong 2,Persiaran Lengkuas, Tanjung Tokong",10470,Pulau Pinang,Pulau Pinang,,20.9790643,105.7854772,false
1275,Guardian Denai Alam,"Lot No. 33-1, Jalan Elektron D 16/D,Denai Alam",40150,Selangor,Selangor,,20.9790643,105.7854772,false
1281,Guardian Jerantut,"S-30 & S-31,,Ground Floor, Jalan Benom,Bandar Baru, Jerantut",27000,Pahang,Pahang,,20.9790643,105.7854772,false
1284,Guardian Limbang,"Lot 2002, Ground Floor,Limbang Town District, Tmn Metro,Jalan Beserah, Limbang",98700,Sarawak,Sarawak,,20.9790643,105.7854772,false
1290,Guardian Golden Triangle,"Lot 1-13A & 1-15A, Level 1,,Golden Triangle 2,,Jln Dato Ismail Hashim,Kg Pagar Buluh,",11900,Pulau Pinang,Pulau Pinang,,20.9790643,105.7854772,false
1293,Guardian Bandar Sri Permaisuri,"Lot 53, Jalan Sri Permaisuri 8,Bandar Sri Permaisuri",56000,Wil. Persekutuan,Wil. Persekutuan,,20.9790643,105.7854772,false
1296,Guardian Jasin Melaka,"No. JC 540, Jalan Bestari 5,Bandar Jasin Bestari,Bemban",77200,Melaka,Melaka,,20.9790643,105.7854772,false
1305,Guardian Subang Perdana,"No. 41-G, Ground Floor,,Jalan Dinar G U3/G,,Tmn Subang Perdana, Seksyen U3,",40150,Selangor,Selangor,,20.9790643,105.7854772,false
1308,Guardian Eco Botanic City,"Lot No 6,Jalan Eko Botani 3/3,,Taman Eko Botani,,Iskandar Puteri, Johor",79100,Johor,Johor,,20.9790643,105.7854772,false
1311,Guardian Eco Santuary Selangor,"No. 66-G, Jalan Eco Santuari 8/2b,Eco Santuari,Teluk Panglima Garang",42500,Selangor,Selangor,,20.9790643,105.7854772,false
1314,Guardian Puncak Jalil,"No. 92, Ground Floor,,Jln PUJ 3/2,Tmn Puncak Jalil,,Bandar Putra Permai,",43300,Selangor,Selangor,,20.9790643,105.7854772,false
1320,Guardian Presint 15 Selangor,"No. 5, Jalan Diplomatik P15,Presint 15",62050,Wil. Persekutuan,Wil. Persekutuan,,20.9790643,105.7854772,false
1323,Guardian Metro Mall Kuching,"Lot GS2 & GS3, Ground Floor,Metromall Metrocity Matang",93050,Sarawak,Sarawak,,20.9790643,105.7854772,false
1326,Guardian Kunak,"Lot A1, Ground Floor,Kunak Plaza,Kunak",91207,Sabah,Sabah,,20.9790643,105.7854772,false
1332,Guardian Lmn Rimbunan Kepong,"No.138-G, Ground Floor,,Jalan Rimbunan Raya,,Laman Rimbunan, Kepong",52100,Wil. Persekutuan,Wil. Persekutuan,,20.9790643,105.7854772,false
1335,Guardian Fin Park Labuan,"Lot E001(B), Ground Floor,,Financial Park Labuan Complex,,Jln Merdeka,",87000,Sabah,Sabah,,20.9790643,105.7854772,false
1338,Guardian Kapit Sarawak,"Lot 9 & 10, Grd Flr, Lot 619 & Lot 620,Lorong Selirik 2A, Kapit Town District,Kapit",96800,Sarawak,Sarawak,,20.9790643,105.7854772,false
1341,Guardian 88 Marketplace Kepayan,"Lot 8, Ground Floor, Block C,Lrg Pusat Komersial 88/2, Marketplace 88,Jalan Kepayan",88300,Sabah,Sabah,,20.9790643,105.7854772,false
1344,Guardian Cerah Comm Centre Beaufort,"No. 9, Ground Floor,Lorong Cerah Commer Centre 3,Pekan Beaufort, Beaufort",89800,Sabah,Sabah,,20.9790643,105.7854772,false
1347,Guardian Iconic Point Penang,"9-G & 11-G, Jalan Iconic Point,Iconic Point,Simpang Ampat",14100,Pulau Pinang,Pulau Pinang,,20.9790643,105.7854772,false
1350,Guardian Bandar Baru Teluk Intan,"Lot No 137 & 138, Tingkat Bawah,Jalan Intan 1,Bandar Baru Teluk Intan",36000,Perak,Perak,,20.9790643,105.7854772,false
1353,Guardian Batang Kali Selangor,"No. 61-G, Bandar Utama Batang Kali,Batang Kali",44300,Selangor,Selangor,,20.9790643,105.7854772,false
1356,Guardian Sikamat Seremban,"449, Jalan Sri Pulai 26,Taman Sri Pulai",70200,Negeri Sembilan,Negeri Sembilan,,20.9790643,105.7854772,false
1359,Guardian Ranau Sabah,"No. 7, Ground Floor, Block B,Lorong Taman, Ranau New Township,,Ranau",88300,Sabah,Sabah,,20.9790643,105.7854772,false
1362,Guardian T2@Apas Tawau,"Lot A.7.1 & A.8.1, Ground Floor,T2@APAS",91000,Sabah,Sabah,,20.9790643,105.7854772,false
1368,Guardian Bandar Kapalai Semporna,"Lot 7, Ground Floor,Bandar Kapalai Semporna,Mile 1.5, Jalan Bubul",91308,Sabah,Sabah,,20.9790643,105.7854772,false
1371,Guardian Jln Raja Uda Penang,"No. 19 & 21, Blok Q, Jalan Raja Uda,Pusat Perniagaan Raja Uda,Butterworth",12300,Pulau Pinang,Pulau Pinang,,20.9790643,105.7854772,false
1374,Guardian Menara Hap Seng KL,"Lot 1.20B, Level 1,Menara Hap Seng,Jalan P. Ramlee",50250,Wil. Persekutuan,Wil. Persekutuan,,20.9790643,105.7854772,false
1377,Guardian NSK Seremban,"Lot 16,17 & 18,,NSK Trade City Seremban 2,Jln Haruan 2,Medan Perdagangan Oakland",70300,Negeri Sembilan,Negeri Sembilan,,20.9790643,105.7854772,false
1380,Guardian Keningau Sabah,"Lot 28, Ground Floor, Block A6,Pegalan Shoppling Complex",89008,Sabah,Sabah,,20.9790643,105.7854772,false
1383,Guardian Sri Aman Square Sarawak,"Lot 9 & 10, Ground Floor,Sri Aman Square, Kampung Muhibbah,Sri Aman",95000,Sarawak,Sarawak,,20.9790643,105.7854772,false
1386,Guardian Farley Mall Sarawak,"Lot 4, Farley Mall,Lot 4547, Block 233, KNLD,Jln Penrissen, 6th Miles",93250,Sarawak,Sarawak,,20.9790643,105.7854772,false
1392,Guardian Setia Tropika JB,"Taman Setia Tropika,Lot No.9, Jalan Setia Tropika 1/15",81200,Johor,Johor,,20.9790643,105.7854772,false
1395,Guardian Tun Razak Exchange (TRX),"No. C.32.0, Level Concourse, The Exchange TRX, Jalan Tun Razak,", 50450 ,Kuala Lumpur,Kuala Lumpur,,3.1447941,101.6977241,true
1398,JAYA SHOPPING CENTRE,"LOT NO LG-03A, 05 & 06,JAYA SHOPPING CENTRE,26A JALAN 14/4",46100,PETALING JAYA,SELANGOR,0379318171,3.109455707168503,101.63741713155093,true
1401,Guardian Jalan Tudan Miri,"Lot 2860, Ground Floor, Block 6, KBLD, Jalan Tudan",98100 ,Sarawak,Sarawak,,20.9790643,105.7854772,false
1404,Guardian Sibu Jaya,"No. 6, Ground Floor, Sibu Jaya Sapphire East Commercial Centre, Lorong Sibu Jaya Timur 1",96000,Sibu,Sarawak,084333203,2.2396895,111.9733989,false
1406,Guardian Bataras Grand Merdeka Mall,"No 7, Lot 2, Grand Merdeka Mall,Jalan Tuaran",88450,Menggatal,Sabah,,6.0611253,116.1794029,false
1409,Guardian Bandar Muadzam Shah Rompin,"Lot No. 82, Ground Floor,Jalan Makmur 2, Bandar Satelit,Muadzam Shah",26700,Rompin,Pahang,,3.0687077,103.0684695,false
1412,Guardian Setiawan Perak,"No.17, Taman Sitiawan Maju 2",32000,Perak,Perak,056913331,,,false
1415,Guardian Saratok Sarawak,"Lot 88, Ground Floor,Jalan Pahlawan, Saratok Bazaar",95400,Sarawak,Sarawak,,1.7414633,111.3365376,false
1418,"Guardian Sama Square, Kuala Lumpur","Lot G13, Ground Floor, Sama Square, Jalan 1/23C, Kg Baru Air Panas, ",53200 ,Kuala Lumpur,Kuala Lumpur,,3.194148,101.7202435,false
1421,Guardian Damai Plaza,Kota Kinabalu,88300,Kota Kinabalu,Sabah,,5.9617238,116.0890592,false
1424,Guardian Hutan Melintang,"No. 57, Ground Floor, Lorong Lagenda 2,  Medaniaga Lagenda, Jalan Hutan Melintang",36400,Perak,Perak,,4.0192465,100.698263,false
1436,Guardian Canning 2,"No. 27 (Ground Floor),  Hala Pusat Perdagangan Canning 1",30350,Ipoh,Perak,055412938,4.5980432,101.1057923,false
1439,Guardian KLIA Satellite Airport," KLIA Satellite Airport  Lot No. SAT-P-A04, Passenger Level,  Satellite Building, KLIA Departure,Kuala Lumpur International Airport,",43900 ,Selangor,Selangor,,2.7436024,101.6929659,false
1442,IOI CITY MALL PUTRAJAYA," LOT NO. G-21, IOI Resort City, Ioi Resort,",43000,Wil. Persekutuan,Selango,0389400089,2.9697469,101.7147768,true
1443,Guardian Bloomsvale Shopping Gallery,"Lot No. LG-003, Lower Ground Floor,  Bloomsvale Shopping Gallery,",58200,Kuala Lumpur,Kuala Lumpur,,3.0754053,101.6581117,false
1444,Guardian Lebuh Sungai Pinang,"No. 22G & 24G, Lebuh Sungai Pinang 1",11600 ,Pulau Pinang,Pulau Pinang,,5.3981406,100.3284372,false
1447,Guardian Bandar Tasik Putri Rawang,"No. 215, Block R-G-118 & R-G-120,  Ground Floor, Jalan 7A/3, Bandar Tasik Putri,",48020,Selangor,Selangor,0360950688,3.2828425,101.4728195,false
1450,Guardian AEON Bandaraya Melaka,"Lot S13 & S15, Level 2, AEON Bandaraya Melaka Shopping Centre 2, Jalan Lagenda, Taman 1 Lagenda",75400,Melaka,Melaka,,2.2144704,102.2440514,false
1453,Guardian AEON Kota Bahru,"Lot F13 (1st Floor), AEON Mall Kota Bharu, Lembah Sireh, Kota Bharu",15050 ,Kelantan,Kelantan,099350201,6.1100676,102.2307775,false
1454,"Guardian Sunshine Mall, Penang","Lot No. B1.12, Basement 1, Sunshine Mall,  Bandar Baru Air Itam,",11500,Pulau Pinang,Pulau Pinang,,5.398892,100.2831673,false
1457,Guardian 168 Selayang,"Lot LG-10, Lower Ground Floor, 168 Park Mall Selayang, Jalan Kuching",68100,Batu Caves,Selangor,,3.2491824,101.6471068,false
1460,"Guardian Mayang Mall, Kuala Terengganu","LG - 10, Lower Ground, Mayang Mall, Jalan Sultan Zainal Abidin, Kampung Surau Pasir,",20000,Kuala Terengganu,Terengganu,,5.3368672,103.1441995,false
1463,"Guardian Eco Galleria, Iskandar Puteri, Johor Bahru","B0125, Blok B Eko Galleria,  Jalan Eko Botani 3, Taman Eko Botani, ",79100, Iskandar Puteri ,Johor,075879679,103.6109219,1.4435817,false
1466,"Guardian GITT Mall, Gombak","Lot No. L2-24, Level 2, Terminal Bersepadu Gombak, Jalan Lingkaran Tengah 2",68100 ,Gombak,Selangor,,3.230249749315053,101.72525945362673,false
1469,"Guardian Mercato Kulim, Kedah","Lot No NF01, Mercato Kulim Landmark Central Shopping Center, No 1, Jalan Resak Satu, Taman Resak,", 09000,Kulim,Kedah,,5.385537,100.546595,false
1472,"Guardian Kangar Jaya, Perlis","Ground Floor, No. 2 Jalan Kangar Jaya,  Jalan Tunku Syed Putra (Jalan Kangar – Alor Setar) ",01000 ,Kangar,Perlis,,100.1817561,6.4077892,false
1473,Guardian Mirai Residence Kajang,"1-07, Mirai Residence (Residensi Meriah), Persiaran Kajang 2, Kajang 2,",43000,Kajang,Selangor,,2.964077423548483,101.79740400258561,false
1476,Guardian I Molek Melaka,"62, Jalan Impian 2,  Taman Pengkalan Impian",75460,Melaka,Melaka,,2.2263704,102.3220816,false
1479,"Guardian Amart Kempas, Johor Bahru","Lot AT08, Pasar Komuniti @ mart Kempas, No. 10, Jalan Persiaran Tanjung, Taman Cempaka, ",81200,"Johor Bahru,",Johor,,1.5159873,103.7022129,false
1485,Guardian KIP Mall Tampoi,"Lot S115, Kip Villa Indah,  01-03, Jalan Titiwangsa 1,  Taman Tampoi Indah ",81200 ,Johor Bahru ,Johor ,,1.5097357,103.6837928,false
1491,"Guardian Bangi Avenue, Selangor","Lot Pt 78465 & 78466 (Ground Floor), Persiaran Bangi Avenue,  Bangi Avenue,",43000,Kajang,Selangor,,2.9030744,101.7870641,false
1497,GUARDIAN GIANT PANDAN KAPITAL,"LOT L2/1,2&59, LVL2(GF),PUSAT BELI-,PERSIARAN MPAJ OFF JLN PANDAN UTAMA,PANDAN INDAH",55100,Ampang,Kuala Lumpur,0342919205,3.1287728,101.74914,false